42,"['entri', 'though', 'link', 'wrong', 'compens', 'point', 'sniper', 'zeta', 'sniper', 'zeta', 'sniper', 'zeta']"
43,"['relationship', 'item', 'relationship', 'rodeo', 'howev', 'make', 'instanc', 'would', 'incorrect', 'sport', 'need', 'differ', 'whose', 'properti', 'would', 'convey', 'relationship', 'peter', 'patel', 'schneider', 'peter', 'patel', 'schneider', 'peter', 'patel', 'schneider']"
44,['merg']
45,"['wrong', 'data', 'citi', 'data', 'link', 'actual', 'belong', 'el', 'citi', 'short', 'live', 'citi', 'merger', 'el', 'instanc', 'popul', 'citi', 'possibl', 'equal', 'popul', 'el', 'clean']"
46,"['realli', 'cemeteri', 'neither', 'terrain', 'landscap', 'architectur']"
47,"['necessari', 'merg', 'data', 'page', 'call', 'shop', 'thing']"
48,"['spous', 'margarita', 'sister']"
50,"['enter', 'given', 'name', 'sinc', 'footbal', 'sole', 'name', 'given', 'name', 'link', 'item']"
51,"['equal', 'probabl', 'need', 'extra', 'item', 'differ', 'differ']"
52,"['taxon', 'unvalid', 'dan', 'dan', 'dan']"
53,"['note', 'page', 'list', 'wrong', 'though', 'frequent', 'use', 'refer', 'birth', 'sweet', 'sweet', 'sweet']"
54,"['emperor', 'japan', 'also', 'emperor', 'japan', 'give', 'articl', 'link', 'empress', 'articl', 'despit', 'person', 'differ', 'titl', 'use', 'even', 'though', 'disput', 'refer', 'person']"
55,"['check', 'one', 'name', 'wrong']"
56,"['mismatch', 'see', 'link', 'unsign', 'father', 'mayb', 'got', 'confus', 'similar']"
57,"['add', 'bug', 'link', 'unsign', 'gone', 'ahead', 'ad', 'style', 'background', 'border', 'solid', 'variant', 'small', 'hazard', 'style', 'color', 'hazard', 'hazard', 'style', 'color']"
58,"['homeostat', 'process', 'merg']"
59,"['delet', 'someon', 'delet', 'longer']"
60,"['death', 'argument', 'proposit', 'pictur', 'graveston', 'one', 'graveyard', 'martin', 'quit', 'common', 'name', 'consid', 'improb', 'person', 'player', 'reason', 'well', 'author', 'articl']"
61,"['full', 'name', 'good', 'someon', 'add', 'full', 'name', 'given', 'name', 'mother', 'surnam', 'mother', 'surnam', 'father', 'surnam']"
62,"['book', 'da', 'da', 'da']"
64,"['remov', 'show', 'map', 'differ', 'citi', 'slade', 'slade', 'slade']"
65,['done']
66,"['use', 'ye', 'would', 'proper', 'way', 'sinc', 'edit', 'properti', 'directli', 'assum', 'would', 'need', 'creat', 'new', 'one', 'add', 'previou', 'properti', 'right', 'would', 'appreci', 'would', 'let', 'edit', 'one', 'practic', 'correct', 'kasa', 'kasa', 'kasa']"
67,['imag']
68,['see']
70,"['sure', 'label']"
72,"['distinguish', 'among', 'section', 'genu', 'extern', 'data', 'link', 'genu', 'common', 'imag', 'use', 'illustr', 'genu', 'page', 'tree', 'genu', 'trust', 'find', 'get', 'correct', 'time', 'learn', 'secret', 'make', 'invit', 'question', 'data', 'without', 'forc', 'learn', 'system']"
73,"['see', 'articl']"
74,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'correct', 'identif', 'star', 'galaxi', 'sourc', 'link', 'project', 'star', 'right', 'identif', 'star', 'right', 'identif', 'star', 'right', 'identif', 'galaxi', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
75,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'galaxi', 'galaxi', 'first', 'identif', 'usual', 'accept', 'argument', 'right', 'also', 'identif', 'use', 'new', 'one', 'sourc', 'link', 'project', 'right', 'identif', 'right', 'identif', 'wrong', 'identif', 'wrong', 'identif', 'use', 'name', 'object', 'recov', 'data', 'want', 'use', 'use', 'name']"
76,"['word', 'contain', 'articl']"
79,"['tri', 'improv', 'littl', 'number', 'forgot', 'log', 'opinion', 'also', 'import', 'specif', 'peopl', 'specif', 'cultur', 'scenario']"
80,"['new', 'ad', 'page', 'know', 'add', 'link', 'actual', 'page', 'unsign', 'done', 'thank', 'style', 'color', 'gray']"
81,"['half', 'titl']"
82,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'differ', 'sourc', 'link', 'project', 'right', 'identif', 'right', 'identif', 'right', 'identif', 'wrong', 'assign', 'right', 'identif', 'wrong', 'assign', 'would', 'prudent', 'use', 'recov', 'catalogu', 'object']"
83,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'differ', 'object', 'sourc', 'link', 'project', 'right', 'identif', 'right', 'identif', 'wrong', 'identif', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
84,"['page', 'current', 'valid', 'hector', 'hector', 'hector']"
86,"['person', 'person', 'inform', 'includ', 'articl', 'page', 'articl', 'know', 'done']"
87,"['miss', 'number', 'categori', 'error', 'need', 'procedur', 'find', 'new', 'assign', 'new']"
88,"['remov', 'build', 'ministri', 'physic', 'build', 'rather', 'ministri', 'govern', 'instrument', 'differ', 'handl', 'differ', 'like', 'two', 'separ', 'though', 'link', 'exampl', 'architect', 'build', 'ministri', 'would', 'list', 'instrument', 'style', 'size']"
89,['major']
90,"['presum', 'name', 'group', 'group', 'group', 'common', 'languag', 'group', 'mani', 'name', 'use']"
91,"['ad', 'time', 'without', 'invis', 'end', 'number', 'correct', 'sorri']"
92,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'correct', 'identif', 'sourc', 'link', 'project', 'right', 'identif', 'right', 'identif', 'right', 'identif', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
93,['merg']
94,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'correct', 'identif', 'sourc', 'link', 'project', 'right', 'identif', 'right', 'identif', 'right', 'identif', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
96,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'time', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'correct', 'identif', 'sourc', 'link', 'project', 'right', 'identif', 'right', 'identif', 'right', 'identif', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
97,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'time', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'correct', 'identif', 'sourc', 'link', 'project', 'right', 'identif', 'right', 'identif', 'right', 'identif', 'right', 'identif', 'wrong', 'assign', 'would', 'prudent', 'use', 'recov', 'data', 'object']"
98,"['refer', 'calendar', 'calendar', 'born']"
99,"['fruit', 'bat', 'item', 'speci']"
100,['duplic']
101,"['page', 'alreadi', 'german', 'tri', 'follow', 'manual', 'help', 'merg', 'procedur', 'tri', 'redirect', 'appar', 'empti', 'page', 'special', 'messag', 'error', 'creat', 'redirect', 'non', 'empti', 'item', 'done', 'wrong']"
102,"['index', 'origin', 'spell', 'read', 'insert', 'hyphen', 'except', 'join', 'two', 'separ', 'suppos', 'easiest', 'follow', 'realli', 'convinc']"
104,"['govern', 'set', 'entir', 'unrel', 'govern', 'actual']"
105,"['name', 'variat', 'mushroom', 'latter', 'mean', 'woman', 'prefer', 'index', 'page', 'hidden', 'normal', 'search', 'intend', 'merg']"
106,"['name', 'variat', 'mushroom', 'latter', 'mean', 'woman', 'prefer', 'index', 'page', 'hidden', 'normal', 'search', 'intend', 'merg']"
108,['merg']
109,"['spell', 'mushroom', 'accord', 'index', 'latter', 'correct', 'sinc', 'war', 'two', 'know']"
110,"['entri', 'reason', 'spell', 'transcript', 'wrong', 'see', 'index', 'titl', 'tawakkolkarman', 'time', 'articl', 'led']"
111,"['somebodi', 'link', 'articl', 'polish', 'translat', 'version', 'polish', 'abl', 'connect', 'origin', 'translat', 'polish', 'incorrect', 'stay', 'anim', 'plant', 'feed', 'idea', 'food', 'gener', 'therefor', 'correct', 'link', 'articl', 'insectivor', 'analog', 'tri', 'swap', 'link', 'yesterday', 'today', 'see', 'back', 'know', 'correct', 'need', 'ask', 'help', 'advanc']"
112,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'correct', 'identif', 'doubl', 'star', 'sourc', 'link', 'project', 'doubl', 'star', 'right', 'identif', 'doubl', 'star', 'right', 'identif', 'star', 'quit', 'right', 'identif', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
113,"['think', 'item', 'properti', 'administr', 'territori', 'entiti', 'ancient', 'rather', 'municip', 'archaeolog', 'site']"
115,"['delet', 'merg', 'special']"
116,"['pseudonym', 'three', 'write', 'togeth', 'name', 'still', 'mark', 'human', 'femal']"
117,"['duplic', 'unsign']"
118,['appar']
119,"['latter', 'name', 'correct', 'sinc', 'mushroom', 'woman', 'howev', 'know', 'merg', 'sinc']"
120,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'correct', 'identif', 'doubl', 'star', 'galaxi', 'sourc', 'identif', 'link', 'project', 'doubl', 'star', 'right', 'identif', 'doubl', 'star', 'right', 'identif', 'wrong', 'identif', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
121,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'galaxi', 'object', 'doubl', 'star', 'see', 'also', 'discus', 'sourc', 'link', 'project', 'right', 'identif', 'right', 'identif', 'wrong', 'identif', 'wrong', 'identif', 'would', 'prudent', 'use', 'recov', 'object']"
122,"['reason', 'merg', 'page', 'order', 'provid', 'link', 'differ']"
123,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'galaxi', 'sourc', 'identif', 'link', 'project', 'right', 'identif', 'wrong', 'identif', 'also', 'wrong', 'identif', 'also', 'right', 'identif', 'wrong', 'assign', 'would', 'prudent', 'use', 'recov', 'data', 'object', 'use', 'data', 'care', 'assign', 'name', 'object', 'could', 'use', 'data', 'name', 'use', 'queri', 'even', 'catalogu', 'correspond']"
124,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'correct', 'identif', 'star', 'galaxi', 'sourc', 'identif', 'link', 'project', 'star', 'right', 'identif', 'star', 'right', 'identif', 'wrong', 'identif', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
125,"['need', 'split', 'articl']"
126,[]
127,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'object', 'galaxi', 'also', 'name', 'sourc', 'link', 'project', 'right', 'identif', 'right', 'identif', 'right', 'identif', 'wrong', 'assign', 'right', 'identif', 'wrong', 'assign', 'would', 'prudent', 'use', 'recov', 'catalogu', 'object']"
128,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'star', 'galaxi', 'sourc', 'identif', 'link', 'project', 'star', 'right', 'identif', 'star', 'right', 'identif', 'found', 'wrong', 'identif', 'galaxi', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
129,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'unknown', 'sourc', 'identif', 'link', 'project', 'unknown', 'right', 'identif', 'right', 'identif', 'data', 'object', 'right', 'identif', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
130,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'object', 'unknown', 'see', 'also', 'correct', 'identif', 'object', 'correct', 'identif', 'object', 'two', 'sourc', 'link', 'project', 'right', 'identif', 'right', 'identif', 'right', 'identif', 'right', 'identif', 'wrong', 'assign', 'would', 'prudent', 'use', 'recov', 'catalogu', 'object']"
131,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'unknown', 'sourc', 'identif', 'link', 'project', 'unknown', 'right', 'identif', 'right', 'identif', 'data', 'object', 'right', 'identif', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
132,"['item', 'wrongli', 'villag', 'page', 'river', 'mix', 'togeth', 'villag', 'river']"
133,"['cathol', 'dioces', 'di', 'ad', 'someon', 'help', 'two', 'put', 'togeth']"
134,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'doubl', 'star', 'galaxi', 'sourc', 'identif', 'link', 'project', 'doubl', 'star', 'right', 'identif', 'doubl', 'star', 'right', 'identif', 'galaxi', 'wrong', 'identif', 'galaxi', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
135,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'object', 'galaxi', 'also', 'name', 'sourc', 'link', 'project', 'right', 'identif', 'right', 'identif', 'right', 'identif', 'wrong', 'assign', 'right', 'identif', 'wrong', 'assign', 'would', 'prudent', 'use', 'recov', 'catalogu', 'object']"
136,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'unknown', 'sourc', 'identif', 'link', 'project', 'unknown', 'right', 'identif', 'right', 'identif', 'data', 'object', 'right', 'identif', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
137,"['correct', 'identif', 'object', 'correct', 'identif', 'difficult', 'due', 'origin', 'observ', 'time', 'made', 'data', 'use', 'inform', 'differ', 'differ', 'follow', 'prescript', 'project', 'unknown', 'see', 'also', 'correct', 'identif', 'object', 'discus', 'sourc', 'identif', 'link', 'project', 'unknown', 'right', 'identif', 'right', 'identif', 'data', 'object', 'right', 'identif', 'wrong', 'identif', 'use', 'recov', 'data', 'object']"
139,[]
140,"['properti', 'today', 'thought', 'use', 'se', 'se', 'question']"
141,"['chang', 'anyon']"
142,"['ontolog', 'problem', 'wherebi', 'relev', 'german', 'articl', 'link', 'foreign', 'worker', 'pane', 'allow', 'link', 'foreign', 'worker', 'pane', 'link', 'specif', 'subset', 'foreign', 'scope', 'associ', 'problem', 'also', 'allow', 'link', 'either', 'link', 'concept', 'labour', 'migrat', 'link', 'migrant', 'worker', 'appar', 'nonsens', 'unaccept', 'problem', 'german', 'articl', 'link', 'pane', 'foreign', 'worker', 'taken', 'handl', 'obviou', 'ubiquit', 'semant', 'overlap', 'within', 'among', 'natur', 'sure', 'ontolog', 'flaw', 'easili', 'right', 'solut', 'instanc', 'say', 'gener', 'case', 'write', 'question', 'gut', 'probabl', 'one', 'even', 'answer', 'page', 'question', 'outcom', 'effect', 'provid', 'answer', 'question', 'would', 'one', 'one', 'one', 'solut', 'gener', 'case', 'problem', 'outcom', 'would', 'troubl', 'around', 'graph', 'natur', 'languag', 'nowaday', 'led', 'believ', 'comput', 'scienc', 'obviou', 'basic', 'miss', 'someth', 'hope', 'someon', 'help', 'explain', 'repli', 'updat', 'begun', 'path', 'toward', 'answer', 'got', 'help', 'directli', 'relev', 'problem', 'ticket', 'interwikiconflict', 'unresolv', 'foreignwork', 'gastarbeit']"
143,"['delet', 'item', 'sinc', 'mistak', 'articl', 'glass', 'attach', 'howev', 'current', 'attach', 'entri', 'much', 'done']"
144,"['learn', 'societi', 'applic', 'membership', 'thank']"
145,"['item', 'opposit', 'male', 'woman', 'differ', 'two', 'wisewoman', 'wisewoman', 'wisewoman']"
146,"['mont', 'duplic', 'page', 'mont', 'isl', 'differ', 'differ']"
149,"['made', 'number', 'appar', 'complet', 'random', 'link', 'genu', 'famili', 'pattern', 'logic', 'best', 'guess', 'unhappi', 'placement', 'skua', 'skua', 'highli', 'idiosyncrat', 'item', 'real', 'tell', 'genu', 'famili', 'famili', 'level', 'real', 'reason', 'placement', 'level', 'genu', 'appar', 'unsatisfactori']"
150,"['obi', 'see', 'anyth', 'back', 'obi', 'alia', 'anonym', 'editor', 'ad', 'remov', 'feel', 'free', 'add', 'back', 'wrong', 'sourc', 'would', 'help']"
152,"['diseas', 'versu', 'phenomenon', 'one', 'articl', 'diseas', 'phenomenon', 'syndrom', 'though', 'least', 'four', 'differ', 'two', 'differ', 'solv', 'mani', 'crossov', 'complic', 'mani', 'one', 'articl', 'tri', 'put', 'right', 'categori', 'good', 'could', 'read', 'made', 'correct', 'decid', 'put', 'combin', 'note', 'page']"
153,"['specif', 'regard', 'like', 'believ', 'polyhedron', 'defin', 'add', 'subclass']"
154,"['differ', 'link', 'articl', 'differ']"
155,"['person', 'nomin', 'prize', 'medicin', 'differ']"
156,"['administr', 'center', 'district', 'latter', 'former', 'district', 'center', 'see', 'dari', 'entri', 'district']"
159,"['terebra', 'terebra', 'speci', 'terebra', 'accord', 'intern', 'code', 'zoolog', 'nomenclatur', 'principl', 'prioriti', 'principl', 'prioriti', 'first', 'formal', 'scientif', 'name', 'given', 'plant', 'anim', 'taxon', 'shall', 'name', 'use', 'case', 'gener', 'name', 'terebra', 'specif', 'epithet', 'new', 'combin', 'scientif', 'name', 'terebra', 'type', 'materi', 'terebra', 'differ', 'speci', 'thu', 'terebra', 'homonym', 'therefor', 'invalid', 'name', 'new', 'name']"
160,"['need', 'help', 'would', 'like', 'languag', 'link', 'safeti', 'sinc', 'secur', 'cover', 'safeti']"
161,['merg']
162,"['academ', 'list', 'univers', 'degre', 'two', 'correctli', 'wisewoman', 'wisewoman', 'wisewoman']"
163,"['merg', 'object', 'object', 'two', 'conflict', 'one', 'base', 'german', 'entri', 'specif', 'reason', 'two', 'togeth', 'order', 'merg', 'togeth']"
164,"['sorri', 'edit', 'speak', 'page', 'sourc', 'even', 'know']"
165,"['item', 'document', 'merg']"
166,"['like', 'add', 'page', 'item', 'china', 'team', 'one', 'help', 'first', 'time', 'editor', 'small', 'preced', 'unsign', 'comment', 'ad', 'bull', 'special', 'small', 'insert', 'templat', 'unsign', 'sure', 'name', 'articl', 'color', 'color', 'color', 'sup', 'invit', 'sup']"
167,"['see', 'sourc', 'scientif']"
168,"['subclass', 'discus', 'remov', 'two', 'discus', 'wikidatatalk', 'wikiprojectmedicin', 'drugind', 'welcom', 'best']"
169,"['carabu', 'carabu', 'butterwort', 'butterwort', 'butterwort']"
170,"['link', 'languag', 'valid', 'link', 'mere', 'properti', 'tax', 'usual', 'one', 'mention', 'real']"
171,"['spell', 'mushroom', 'name', 'accord', 'speci', 'end', 'man', 'end', 'woman', 'author', 'speci', 'appar', 'woman']"
172,"['duplic', 'merg', 'candid', 'like', 'object', 'last', 'aliciafagerv']"
173,"['note', 'saw', 'someon', 'item', 'link', 'explain', 'label', 'sure', 'leav', 'like', 'somebodi', 'feel', 'free', 'move']"
174,"['label', 'cut', 'copi', 'past', 'copi', 'superflu', 'cut', 'alreadi', 'copi', 'cut', 'past', 'copi', 'past']"
175,['merg']
178,['ship']
179,"['subvers', 'sabotag', 'remov', 'link', 'sabotag', 'exampl', 'militari', 'sabotag', 'link', 'actual', 'subvers', 'nonexist']"
180,"['pictur', 'categori', 'church', 'parish', 'project', 'comment', 'pictur', 'church', 'built', 'church', 'parish', 'end', 'mayb', 'best', 'pictur']"
181,['wrong']
183,"['remov', 'speci', 'speci', 'page', 'use', 'holotyp', 'actual', 'list', 'biolog']"
184,"['conflict', 'topic', 'punctuat', 'statu', 'doubt', 'discus', 'part', 'grammat', 'punctuat']"
185,"['conflict', 'topic', 'intersect', 'triangl', 'statu', 'resolv', 'discus', 'articl', 'intersect']"
186,"['link', 'cleanup', 'put', 'chanson', 'concept', 'vocal', 'classic', 'music', 'renaiss', 'period', 'mediev', 'renaiss']"
187,"['dynasti', 'countri', 'famili', 'particular', 'function', 'thank']"
188,"['main', 'topic', 'wonder', 'whether', 'hazard', 'realli', 'main', 'topic', 'movi', 'begin', 'card', 'game', 'main', 'topic', 'crime']"
189,"['item', 'document', 'conflict', 'secretari', 'desk', 'write', 'desk', 'peter', 'peter', 'peter']"
190,"['imag', 'common', 'special']"
191,"['erron', 'link', 'german', 'entri', 'ham', 'entri', 'set', 'chang', 'back', 'correctli']"
192,"['china', 'gener', 'specif', 'urban', 'sure', 'articl', 'gener', 'much', 'sort', 'halfway', 'real', 'articl', 'anoth', 'matter']"
195,"['note', 'two', 'separ', 'name', 'one', 'built', 'one', 'built', 'must', 'confus']"
196,"['locat', 'remov', 'entri', 'valu', 'clearli', 'ship', 'must', 'somewher', 'fix', 'locat', 'valu']"
197,"['duplic', 'duplic', 'follow', 'sure', 'defer', 'feel', 'free', 'delet', 'incorrect']"
198,"['destroy', 'foreign', 'knowledg', 'everi', 'pas', 'day', 'strang', 'believ', 'translat', 'aid', 'good', 'job', 'differ', 'structur', 'western', 'whatev', 'come', 'ridicul', 'exampl', 'definit', 'item', 'meant', 'liter', 'beverag', 'drink', 'dairi', 'tire', 'tri', 'commun', 'vain', 'person', 'therefor', 'leav', 'note', 'leav', 'place', 'learn', 'languag', 'place', 'studi', 'languag', 'contribut', 'mother', 'tongu', 'know', 'thank']"
201,"['item', 'document', 'differ', 'differ', 'think', 'given', 'slightli', 'descript', 'titl', 'sure', 'sam']"
202,"['slip', 'dress', 'sleep', 'dress', 'remov', 'alia', 'sleep', 'dress', 'slip', 'dress', 'dress', 'much', 'like', 'full', 'length', 'slip', 'jupon', 'thin', 'undergar', 'worn', 'dress', 'sleep', 'dress', 'nightgown', 'someth', 'el', 'entir', 'although', 'also', 'look', 'like']"
203,"['item', 'origin', 'item', 'page', 'deal', 'concept', 'probabl', 'match', 'concept', 'directli', 'probabl', 'need', 'clarif', 'fine', 'tune', 'respect', 'conceptu', 'granular', 'employ']"
204,['duplic']
206,"['wonder', 'simpli', 'charter', 'licens', 'charter', 'charter', 'almost']"
207,"['incept', 'carter', 'settlement', 'church', 'villag', 'alway', 'begin', 'year', 'alway', 'longer', 'offici', 'cover']"
208,"['joint', 'group', 'comput', 'terminolog', 'suppos', 'term', 'accord', 'version', 'joint', 'group', 'comput', 'terminolog', 'establish', 'add', 'got', 'inform']"
210,['prize']
211,"['usag', 'use', 'work', 'fiber', 'medium', 'use', 'product', 'industri', 'fashion', 'special', 'design', 'mass', 'product']"
212,"['note', 'remov', 'entri', 'thank', 'mike', 'peel', 'mike', 'peel', 'mike', 'peel']"
213,['special']
